claim_id,claim_category,candidate_claim,evidence_status,evidence_tier,phase,source_path,source_field,building_scope,split,model,metric,value,unit,derivation,source_hash,conflict_status,presentation_safe,caveat
CLM-0216,Forecast comparison,7 CatBoost Hog_office_Joey MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].MAE,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey MAE,76.93816619475677,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0217,Forecast comparison,7 CatBoost Hog_office_Joey RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].RMSE,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey RMSE,106.93232519265298,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0218,Forecast comparison,7 CatBoost Hog_office_Joey MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].MAPE,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey MAPE,6.283935005767302,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0219,Forecast comparison,7 CatBoost Hog_office_Joey bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].bias,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey bias,-52.009471268710705,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0220,Forecast comparison,7 CatBoost Hog_office_Joey actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].actual_p75,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey actual_p75,1340.6132499999999,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0221,Forecast comparison,7 CatBoost Hog_office_Joey peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].peak_quartile_MAE,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey peak_quartile_MAE,103.23447855911027,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0222,Forecast comparison,7 CatBoost Hog_office_Joey peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].peak_quartile_bias,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey peak_quartile_bias,-100.1043623311595,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0223,Forecast comparison,7 CatBoost Hog_office_Joey daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].daily_peak_hour_MAE,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey daily_peak_hour_MAE,2.7,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0224,Forecast comparison,7 CatBoost Hog_office_Joey daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].daily_peak_hour_exact_rate,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey daily_peak_hour_exact_rate,0.23333333333333334,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0225,Forecast comparison,7 CatBoost Hog_office_Joey daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].daily_top3_overlap,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey daily_top3_overlap,0.38888888888888895,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0226,Forecast comparison,7 CatBoost Hog_office_Joey normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].normalized_MAE,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey normalized_MAE,0.06461402829406529,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0227,Forecast comparison,7 CatBoost Hog_office_Joey normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[11].normalized_RMSE,Hog_office_Joey,,CatBoost,7 CatBoost Hog_office_Joey normalized_RMSE,0.08980365178003336,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0228,Forecast comparison,7 DayWeek Lamb_office_Caitlin MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].MAE,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin MAE,11.970277777777776,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0229,Forecast comparison,7 DayWeek Lamb_office_Caitlin RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].RMSE,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin RMSE,18.84295495374568,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0230,Forecast comparison,7 DayWeek Lamb_office_Caitlin MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].MAPE,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin MAPE,49.59651442271897,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0231,Forecast comparison,7 DayWeek Lamb_office_Caitlin bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].bias,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin bias,3.6529166666666666,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0232,Forecast comparison,7 DayWeek Lamb_office_Caitlin actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].actual_p75,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin actual_p75,98.0625,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0233,Forecast comparison,7 DayWeek Lamb_office_Caitlin peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].peak_quartile_MAE,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin peak_quartile_MAE,16.12333333333334,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0234,Forecast comparison,7 DayWeek Lamb_office_Caitlin peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].peak_quartile_bias,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin peak_quartile_bias,-7.940555555555557,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0235,Forecast comparison,7 DayWeek Lamb_office_Caitlin daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].daily_peak_hour_MAE,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin daily_peak_hour_MAE,2.1,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0236,Forecast comparison,7 DayWeek Lamb_office_Caitlin daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].daily_peak_hour_exact_rate,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin daily_peak_hour_exact_rate,0.3333333333333333,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0237,Forecast comparison,7 DayWeek Lamb_office_Caitlin daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].daily_top3_overlap,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin daily_top3_overlap,0.611111111111111,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0238,Forecast comparison,7 DayWeek Lamb_office_Caitlin normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].normalized_MAE,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin normalized_MAE,0.556904701417453,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0239,Forecast comparison,7 DayWeek Lamb_office_Caitlin normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[12].normalized_RMSE,Lamb_office_Caitlin,,DayWeek,7 DayWeek Lamb_office_Caitlin normalized_RMSE,0.876648846179605,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0240,Forecast comparison,7 LightGBM Lamb_office_Caitlin MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].MAE,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin MAE,9.203510377755356,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0241,Forecast comparison,7 LightGBM Lamb_office_Caitlin RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].RMSE,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin RMSE,13.778734747825919,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0242,Forecast comparison,7 LightGBM Lamb_office_Caitlin MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].MAPE,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin MAPE,25.803854668049308,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0243,Forecast comparison,7 LightGBM Lamb_office_Caitlin bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].bias,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin bias,-3.1410254322007014,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0244,Forecast comparison,7 LightGBM Lamb_office_Caitlin actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].actual_p75,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin actual_p75,98.0625,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0245,Forecast comparison,7 LightGBM Lamb_office_Caitlin peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].peak_quartile_MAE,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin peak_quartile_MAE,17.102060632343946,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0246,Forecast comparison,7 LightGBM Lamb_office_Caitlin peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].peak_quartile_bias,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin peak_quartile_bias,-16.237105962012492,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0247,Forecast comparison,7 LightGBM Lamb_office_Caitlin daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].daily_peak_hour_MAE,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin daily_peak_hour_MAE,2.533333333333333,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0248,Forecast comparison,7 LightGBM Lamb_office_Caitlin daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].daily_peak_hour_exact_rate,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin daily_peak_hour_exact_rate,0.23333333333333334,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0249,Forecast comparison,7 LightGBM Lamb_office_Caitlin daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].daily_top3_overlap,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin daily_top3_overlap,0.5555555555555555,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0250,Forecast comparison,7 LightGBM Lamb_office_Caitlin normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].normalized_MAE,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin normalized_MAE,0.42818373090986,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0251,Forecast comparison,7 LightGBM Lamb_office_Caitlin normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[13].normalized_RMSE,Lamb_office_Caitlin,,LightGBM,7 LightGBM Lamb_office_Caitlin normalized_RMSE,0.6410412776630497,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0252,Forecast comparison,7 XGBoost Lamb_office_Caitlin MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].MAE,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin MAE,8.956285061571334,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0253,Forecast comparison,7 XGBoost Lamb_office_Caitlin RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].RMSE,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin RMSE,12.825355371162045,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0254,Forecast comparison,7 XGBoost Lamb_office_Caitlin MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].MAPE,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin MAPE,27.407025896256087,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0255,Forecast comparison,7 XGBoost Lamb_office_Caitlin bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].bias,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin bias,-1.7698506485091319,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0256,Forecast comparison,7 XGBoost Lamb_office_Caitlin actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].actual_p75,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin actual_p75,98.0625,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0257,Forecast comparison,7 XGBoost Lamb_office_Caitlin peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].peak_quartile_MAE,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin peak_quartile_MAE,15.566792738172744,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0258,Forecast comparison,7 XGBoost Lamb_office_Caitlin peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].peak_quartile_bias,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin peak_quartile_bias,-14.460799967447915,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0259,Forecast comparison,7 XGBoost Lamb_office_Caitlin daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].daily_peak_hour_MAE,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin daily_peak_hour_MAE,2.3666666666666667,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0260,Forecast comparison,7 XGBoost Lamb_office_Caitlin daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].daily_peak_hour_exact_rate,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin daily_peak_hour_exact_rate,0.26666666666666666,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0261,Forecast comparison,7 XGBoost Lamb_office_Caitlin daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].daily_top3_overlap,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin daily_top3_overlap,0.5555555555555555,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0262,Forecast comparison,7 XGBoost Lamb_office_Caitlin normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].normalized_MAE,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin normalized_MAE,0.4166818306659162,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0263,Forecast comparison,7 XGBoost Lamb_office_Caitlin normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[14].normalized_RMSE,Lamb_office_Caitlin,,XGBoost,7 XGBoost Lamb_office_Caitlin normalized_RMSE,0.5966862955185069,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0264,Forecast comparison,7 CatBoost Lamb_office_Caitlin MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].MAE,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin MAE,11.928237402977594,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0265,Forecast comparison,7 CatBoost Lamb_office_Caitlin RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].RMSE,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin RMSE,15.53995672224092,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0266,Forecast comparison,7 CatBoost Lamb_office_Caitlin MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].MAPE,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin MAPE,34.48015443879936,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0267,Forecast comparison,7 CatBoost Lamb_office_Caitlin bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].bias,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin bias,-5.492261588226872,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0268,Forecast comparison,7 CatBoost Lamb_office_Caitlin actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].actual_p75,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin actual_p75,98.0625,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0269,Forecast comparison,7 CatBoost Lamb_office_Caitlin peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].peak_quartile_MAE,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin peak_quartile_MAE,17.433610940757703,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0270,Forecast comparison,7 CatBoost Lamb_office_Caitlin peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].peak_quartile_bias,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin peak_quartile_bias,-16.20761787962083,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0271,Forecast comparison,7 CatBoost Lamb_office_Caitlin daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].daily_peak_hour_MAE,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin daily_peak_hour_MAE,1.9333333333333333,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0272,Forecast comparison,7 CatBoost Lamb_office_Caitlin daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].daily_peak_hour_exact_rate,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin daily_peak_hour_exact_rate,0.26666666666666666,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0273,Forecast comparison,7 CatBoost Lamb_office_Caitlin daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].daily_top3_overlap,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin daily_top3_overlap,0.6,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0274,Forecast comparison,7 CatBoost Lamb_office_Caitlin normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].normalized_MAE,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin normalized_MAE,0.5549488167830098,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0275,Forecast comparison,7 CatBoost Lamb_office_Caitlin normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[15].normalized_RMSE,Lamb_office_Caitlin,,CatBoost,7 CatBoost Lamb_office_Caitlin normalized_RMSE,0.722980294952382,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0276,Forecast comparison,7 DayWeek Robin_office_Addie MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].MAE,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie MAE,2.6324305555555556,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0277,Forecast comparison,7 DayWeek Robin_office_Addie RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].RMSE,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie RMSE,3.3854955119023735,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0278,Forecast comparison,7 DayWeek Robin_office_Addie MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].MAPE,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie MAPE,23.651148670422327,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0279,Forecast comparison,7 DayWeek Robin_office_Addie bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].bias,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie bias,0.5824305555555556,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0280,Forecast comparison,7 DayWeek Robin_office_Addie actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].actual_p75,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie actual_p75,17.625,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0281,Forecast comparison,7 DayWeek Robin_office_Addie peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].peak_quartile_MAE,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie peak_quartile_MAE,2.3994444444444447,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0282,Forecast comparison,7 DayWeek Robin_office_Addie peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].peak_quartile_bias,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie peak_quartile_bias,-1.1794444444444445,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0283,Forecast comparison,7 DayWeek Robin_office_Addie daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].daily_peak_hour_MAE,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie daily_peak_hour_MAE,4.4,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
