building,primaryspaceusage,quality_pass,quality_failure_reasons,train_valid_samples,validation_valid_samples,test_valid_samples,mean_load,std,coefficient_of_variation,min,max,p95,peak_to_average_ratio,peak_valley_range,normalized_peak_valley_range,lag24_autocorrelation,lag168_autocorrelation,weekday_weekend_difference,weekday_weekend_difference_normalized,daily_profile_variability,daily_profile_variability_normalized,robust_outlier_fraction,zero_fraction,missing_fraction,validation_missing_fraction,test_missing_fraction,negative_count,log_mean_load,morphology_data_scope,quality_coverage_scope,causal_train_samples,causal_validation_samples,causal_test_samples,selected,selection_order
Eagle_office_Efrain,Office,False,train_missing,15900,720,744,48.98402742138365,16.579861961651943,0.33847486281648853,16.5015,112.1115,79.01116,2.2887358574166257,95.61000000000001,1.9518607397778425,0.8935248854956094,0.8541261533031523,3.911913973876409,0.0798610114318344,13.983089795981186,0.2854622319167852,0.0,0.0,0.011194029850746268,0.0,0.0,0,3.911703502820296,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Elia,Office,False,train_missing,15365,720,744,146.59499768955422,48.90726890629244,0.333621676572238,55.558,301.6349,227.7164,2.0576070449468915,246.07690000000002,1.6786173053538953,0.8391450656704877,0.8509804862351311,28.936422021436186,0.19739024166919497,31.31940923268668,0.21364582507114005,0.0,0.0,0.04446517412935323,0.0,0.0,0,4.994472020599879,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Elias,Office,False,train_missing,15308,720,744,85.13149991507707,21.67431630476507,0.25459807857709876,39.1066,149.0537,117.9608,1.7508642529344427,109.94709999999999,1.291497273155973,0.7989041321952741,0.8457994667834461,12.823196685316503,0.15062810708266955,12.607017630172066,0.14808875260917753,0.0,0.0,0.04800995024875622,0.0,0.0,0,4.4558751971981225,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Elvis,Office,False,train_missing;test_missing;test_coverage,15900,720,743,48.15119496855346,18.438793066982957,0.38293531612299436,14.0,126.0,80.0,2.6167574882053906,112.0,2.3260066561825696,0.7241884088943686,0.8010176152242034,11.68858694363901,0.2427475985024376,12.757912019610906,0.2649552524697016,0.0,0.0,0.011194029850746268,0.0,0.0013440860215053765,0,3.894901158984371,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Flossie,Office,False,train_missing;test_missing;test_coverage,14913,720,743,157.52806186548648,29.281132365816354,0.18587883339045694,49.6875,293.875,211.46249999999998,1.8655406314269292,244.1875,1.5501206395119125,0.5775588050337763,0.6055084071029531,20.47698962588754,0.12998947224636637,25.15714612387551,0.159699458153413,6.70555890833501e-05,0.0,0.07257462686567165,0.0,0.0013440860215053765,0,5.065931624116405,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Francis,Office,False,train_missing;test_missing;test_coverage,15901,720,743,351.224514181498,35.52550365933142,0.10114756295448482,268.0,537.0,417.0,1.5289365585754673,269.0,0.7658918701243961,0.6684774418466133,0.7099546074870533,22.0362344710058,0.06274116293493796,29.554807092701903,0.0841479051129934,6.288912647003333e-05,0.0,0.0111318407960199,0.0,0.0013440860215053765,0,5.864268796653835,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Freida,Office,False,train_missing;test_missing;test_coverage,15900,720,737,61.45308176100629,19.388371018585378,0.31549875877645317,2.0,118.0,96.0,1.920164076700126,116.0,1.8876189228577511,0.882745002295185,0.9196743527741544,9.439122199572381,0.15359884206103022,12.790634628001307,0.20813658585495584,0.0,0.0,0.011194029850746268,0.0,0.009408602150537635,0,4.134415583008256,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Henriette,Office,False,test_missing;test_coverage,15997,720,743,29.599720203788213,8.067052941938565,0.27253814855000325,11.998,60.0,36.0071,2.0270461878325836,48.002,1.621704518472328,0.4701878998277324,0.4609435508869714,4.085377355038236,0.138020809889797,7.06592706620436,0.23871600871754364,0.0,0.0,0.005161691542288557,0.0,0.0013440860215053765,0,3.42099086524948,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Isidro,Office,False,train_missing,15882,720,744,22.53935272635688,11.900729847134311,0.5279978529826163,6.0,76.0,44.0,3.3718803251669134,70.0,3.1056792468642627,0.7444461138944118,0.8409774481041791,8.980890397409325,0.39845378465138115,7.287608349840002,0.32332820016246866,0.0,0.0,0.012313432835820896,0.0,0.0,0,3.1586736046977957,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Jackie,Office,False,train_missing,15899,720,744,70.8308698660293,15.194734045227182,0.21452135310446924,38.0,138.0,98.0,1.9483030529063883,100.0,1.4118138064539045,0.6577620204489741,0.7524068449258099,11.369935184085882,0.16052231471378467,11.827184213212176,0.16697781963686611,0.0,0.0,0.011256218905472636,0.0,0.0,0,4.2743143260792245,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Jeff,Office,False,train_missing,15901,720,744,44.57210238349789,14.774072801074805,0.33146457113372935,18.0,122.0,78.0,2.7371381082793294,104.0,2.3332980595168054,0.7648793320525684,0.8078412971995722,7.750377429337654,0.17388404438842686,10.309341404278685,0.23129582974518953,0.0103767058675555,0.0,0.0111318407960199,0.0,0.0,0,3.819295739465003,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Joette,Office,False,train_missing;sufficient_train,6609,720,744,273.6359509759419,57.22059695864104,0.20911213148184565,74.0,489.0,375.0,1.787045884343585,415.0,1.516613582827378,0.7112950320027057,0.8298600081752889,47.00173771980005,0.17176740684900882,38.21357600887001,0.13965115282761126,0.0,0.0,0.5889925373134328,0.0,0.0,0,5.615446406016951,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Katheleen,Office,False,train_missing,15365,720,744,102.43206255776114,34.17999405029605,0.3336845241305383,25.9923,210.7712,159.1198,2.0576682216190534,184.7789,1.8039166193280909,0.8390826399478063,0.8509314037121475,20.232234139887154,0.19751856630318515,21.885023556302084,0.21365403575624753,0.0,0.0,0.04446517412935323,0.0,0.0,0,4.638914996772252,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Lamont,Office,False,train_missing;test_missing;test_coverage,15374,720,283,32.417401034213604,7.167878424054071,0.22111206313205153,9.826,67.3974,45.706415,2.0790500734117523,57.571400000000004,1.7759412588084607,0.5812638101850958,0.6947360027695876,5.480368646619322,0.16905638551453567,5.435765499183522,0.16768048411550845,0.0,0.0,0.04390547263681592,0.0,0.6196236559139785,0,3.5090767533632907,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Lane,Office,False,train_missing;test_missing;test_coverage,15879,720,729,46.96271805529315,11.616388551116493,0.2473534120712422,20.0,82.0,68.0,1.7460658879125035,62.0,1.3201961591533564,0.8076373663822429,0.8245573901809493,7.050474162463182,0.15012917595957853,7.625231935522138,0.16236777280532,0.0,0.0,0.0125,0.0,0.020161290322580645,0,3.8704240019331952,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Lillian,Office,False,train_missing;test_missing;test_coverage,15524,720,729,53.442449246328266,38.76484201384048,0.7253567634066433,10.2779,174.6403,119.9378,3.267819915869566,164.3624,3.075502757039011,0.9648743826913664,0.953329193687311,4.982013848679742,0.09322203452383927,37.72322269443822,0.7058662772090292,0.0,0.0,0.0345771144278607,0.0,0.020161290322580645,0,3.9971441666009424,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Mable,Office,False,test_missing;test_coverage,15958,720,741,16.105351604211055,4.628524163953875,0.28739044497132604,7.3599,32.4814,24.322005,2.0168078784139745,25.1215,1.5598231331647239,0.6531791859122444,0.8537965685989573,4.022340427367444,0.24975179221270313,3.821639083707403,0.23729001251411125,0.0,0.0,0.007587064676616915,0.0,0.004032258064516129,0,2.8393913738576524,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Mandi,Office,False,train_missing;test_missing;test_coverage,15377,720,283,17.189478793002536,1.8853541145084647,0.10968070278407462,6.2427,22.7895,20.6835,1.3257819084821298,16.5468,0.962612083778587,0.5997049606865531,0.7895915856613795,1.695844722030099,0.09865597104203302,1.233370708796202,0.07175148959712964,0.0016258047733628146,0.0,0.043718905472636814,0.0,0.6196236559139785,0,2.900843338628722,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Marisela,Office,False,train_missing;test_missing;test_coverage,15357,720,283,140.23618450218143,30.521819100229663,0.21764581807882033,10.7584,276.2033,196.85451999999998,1.9695580065906853,265.4449,1.892841715155698,0.622894656481401,0.7556659085639963,23.948095673348618,0.17076973220828107,21.679402759197174,0.15459207504936034,0.0,0.0,0.04496268656716418,0.0,0.6196236559139785,0,4.95043355640884,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Michele,Office,False,train_missing;sufficient_train,6610,720,744,167.2408472012103,25.699033609854567,0.1536648135902805,92.0,293.0,211.54999999999927,1.7519643370825952,201.0,1.201859494039596,0.4986465751925641,0.4508165076180352,12.480556838504214,0.07462624739928903,23.67933499355151,0.14158822673902446,0.000302571860816944,0.0,0.5889303482587065,0.0,0.0,0,5.125396567052297,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Nereida,Office,False,train_missing;test_missing;test_coverage,15468,720,283,166.61331921386088,32.499583882200916,0.19505993899854565,8.2,254.3625,222.852175,1.526663661705859,246.16250000000002,1.477447908495429,0.5278985123016364,0.6894810901409907,29.849868658534234,0.17915655722709453,22.916339097379034,0.1375420596955047,0.0,0.0,0.03805970149253731,0.0,0.6196236559139785,0,5.1216596551401565,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Norbert,Office,False,train_missing;test_missing;test_coverage,15397,720,283,97.38306176527894,27.64159811801857,0.2838440034329865,41.1472,215.0399,154.75798,2.208185860065765,173.8927,1.7856565284333654,0.5905561677415229,0.8094287278365169,25.232712433962035,0.2591078158415279,17.416809085830195,0.17884844417615142,6.494771708774437e-05,0.0,0.04247512437810945,0.0,0.6196236559139785,0,4.588868652709296,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Patrice,Office,False,train_missing,15901,720,744,85.45636123514245,23.937418760614424,0.2801127782020582,53.4,188.7,133.3,2.208144569609879,135.29999999999998,1.583264230356209,0.7495609990591283,0.8780081425958794,18.865182900699395,0.22075808784778228,15.628662146584375,0.18288471356252128,0.0,0.0,0.0111318407960199,0.0,0.0,0,4.459639792246305,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Phyllis,Office,False,train_missing;test_missing;test_coverage,15377,720,283,41.765405878910066,4.580779564648687,0.10967879919399527,15.1679,55.372,50.2551,1.3257862298893819,40.2041,0.962617246353675,0.5997404280104159,0.7896414011569935,4.120229053981831,0.09865171826481373,2.9966937606723705,0.07175061986373718,0.0016258047733628146,0.0,0.043718905472636814,0.0,0.6196236559139785,0,3.755729501901072,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Randolph,Office,False,causal_feature_protocol_incomplete,15994,720,744,109.95279264099037,36.19428612830697,0.3291802350712987,8.56,261.38,166.98648499999993,2.3772020129896876,252.82,2.2993504205526545,0.7698036483320645,0.8280737254868145,26.019925470044896,0.23664633562335438,23.13209201632608,0.21038203269520636,0.0,0.0,0.005348258706467662,0.0,0.0,0,4.709104819327636,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,10925,720,720,False,
Eagle_office_Remedios,Office,False,train_missing;test_missing;test_coverage,15385,720,283,89.00648836529086,14.561585957446882,0.16360139833497064,13.94,155.3089,115.69278,1.7449166106025653,141.3689,1.5882988150235626,0.5726268518416673,0.741312820493828,12.255164316451513,0.13768843756822743,9.7037322132017,0.10902275094121999,0.0015599610009749756,0.0,0.04322139303482587,0.0,0.6196236559139785,0,4.4998817606793695,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Ryan,Office,False,train_missing,15859,720,744,26.490320953401852,7.857169958676441,0.2966053137860315,4.0,65.0,41.0,2.45372640498917,61.0,2.302727856989836,0.6487681176412866,0.7289028540564787,5.327461956282733,0.20110975498009537,5.807347455503489,0.21922525837716275,0.0,0.0,0.013743781094527363,0.0,0.0,0,3.313833977387349,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Sheree,Office,False,causal_feature_protocol_incomplete,15935,720,744,42.46915594603075,17.75175997258008,0.41799182435221416,12.0,90.0,72.0,2.1191850413596827,78.0,1.8366270358450585,0.8028109248413847,0.864348617223567,11.241138505944875,0.264689472996119,11.041846293228053,0.2599968388177972,0.0,0.0,0.009017412935323384,0.0,0.0,0,3.7720516278816802,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,9815,720,720,False,
Eagle_office_Sonya,Office,False,train_missing,15901,720,744,181.97214011697378,34.958804633265416,0.19211075173811495,85.0,306.0,234.0,1.6815760907317994,221.0,1.2144716210840774,0.8343422959792326,0.8693874071308825,16.674377739086594,0.09163148671202148,19.788947031976225,0.10874712480303668,0.0,0.0,0.0111318407960199,0.0,0.0,0,5.209333901453809,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Tia,Office,False,train_missing;test_missing;test_coverage,15348,720,282,187.388264614282,40.2640696880768,0.21486975062689187,68.3999,337.1136,260.5709,1.7990112704971735,268.7137,1.4339942821559153,0.7918752172854909,0.7274996931894812,26.564596410751648,0.14176232682143639,33.42214810143174,0.178357743854598,0.0,0.0,0.04552238805970149,0.0,0.6209677419354839,0,5.238505070469066,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Yadira,Office,False,train_missing;test_missing;test_coverage,15909,720,729,132.26103366647808,47.09974155303435,0.35611200251016867,45.6337,270.8196,223.6029,2.0476144219689396,225.18589999999998,1.7025868750417452,0.834212273986999,0.8966961755465195,29.12058652779544,0.22017510161933757,27.785187502015642,0.21007840882357987,0.0,0.0,0.010634328358208956,0.0,0.020161290322580645,0,4.892309863869114,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Alice,Office,False,test_missing;test_coverage,16077,720,743,362.0048603595198,38.181896928001855,0.1054734372629198,76.93,473.66,430.58,1.3084354710861936,396.73,1.0959245121902326,0.7489909561879602,0.8734417280078594,33.38092608666284,0.09221126493581071,24.433324565452796,0.0674944655195712,0.0013062138458667662,0.0,0.00018656716417910448,0.0,0.0013440860215053765,0,5.894416223595378,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Bernard,Office,False,test_missing;test_coverage,16077,720,743,133.2210990856503,17.061781353714004,0.12807116493420212,24.8,215.72,156.96199999999993,1.619263025756225,190.92,1.4331063270785207,0.8245665257263771,0.7435759185565697,2.9764507264919757,0.022342187137927457,12.477719801997898,0.09366173892602207,0.0013062138458667662,0.0,0.00018656716417910448,0.0,0.0013440860215053765,0,4.899488433384171,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Berniece,Office,False,validation_missing;validation_coverage,16061,719,744,27.620511176140965,13.997949556996355,0.5067954560192212,0.42,86.23,57.8,3.1219552545604894,85.81,3.106749163792596,0.7504769182656099,0.8752492961412399,11.671719166713942,0.42257433587239895,12.290496284726089,0.4449771478285606,0.0005603636137226823,0.0,0.001181592039800995,0.001388888888888889,0.0,0,3.3541236347703736,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Brandy,Office,False,test_missing;test_coverage,16071,720,743,32.93256362391886,22.401473561909388,0.6802225850901944,1.72,115.57,81.91,3.5092925446004974,113.85,3.457064603294684,0.7754509596672149,0.9332027747548183,18.898167639969873,0.5738444129580051,14.984890013475876,0.45501741633598114,0.0,0.0,0.0005597014925373135,0.0,0.0013440860215053765,0,3.5243751322024113,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Carson,Office,False,test_missing;test_coverage,16077,720,743,51.36802015301362,15.834259874118414,0.30825131719991866,2.57,99.61,74.91399999999997,1.939144232214606,97.04,1.8891131040468365,0.8555966900303269,0.8336904721507995,6.789776442770545,0.1321790565909558,9.12367293178186,0.17761387152170785,0.0,0.0,0.00018656716417910448,0.0,0.0013440860215053765,0,3.958296102593261,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Clayton,Office,True,,16078,720,744,89.92681179251151,39.29502373086806,0.4369667171291875,8.65,216.27,152.4615,2.4049557155323225,207.62,2.308766383034266,0.9101626643339588,0.9162050935189209,15.758826093422314,0.17524057374326485,24.34181723877774,0.270684757455226,0.0,0.0,0.0001243781094527363,0.0,0.0,0,4.510054916905064,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,15402,720,720,False,
Fox_office_Demetrius,Office,False,test_missing;test_coverage,16065,720,741,121.24317958294428,45.6611216610678,0.3766077549115276,1.25,373.56,206.87399999999985,3.0810805299315165,372.31,3.070770671642582,0.6608885275153568,0.7410278658918362,31.688112618030175,0.2613599604285523,42.21120607663078,0.3481532422840615,0.0014939309056956115,0.0,0.0009328358208955224,0.0,0.004032258064516129,0,4.8060123360660585,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Easter,Office,False,validation_missing;test_missing;validation_coverage;test_coverage,15979,717,739,22.842791789223355,11.082538537117872,0.4851656767429947,3.18,83.97,41.12,3.675995507677608,80.78999999999999,3.5367831018848865,0.6443170194253043,0.9125141486572316,12.083531331263318,0.5289866248732354,7.639105175800431,0.33442082063736034,0.0,0.0,0.0062810945273631845,0.004166666666666667,0.006720430107526882,0,3.1714819405935217,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Edythe,Office,False,test_missing;test_coverage,16079,720,743,114.20425586168294,22.22223689835088,0.19458326426350578,20.94,184.62,158.88099999999997,1.6165772335454838,163.68,1.4332215447228078,0.658687086393803,0.8268232335921439,24.5181630965224,0.214686947623189,17.182129432172154,0.15045086807432181,0.0,0.0,6.218905472636816e-05,0.0,0.0013440860215053765,0,4.746706690823181,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Essie,Office,False,validation_missing;test_missing;validation_coverage;test_coverage,16064,719,742,36.51592255976096,35.723583235709775,0.978301538931285,0.23,164.32,116.00249999999993,4.49995477263592,164.09,4.493656150449295,0.9145891342837377,0.8941827491788087,10.059181533980674,0.2754738434313988,30.55076153422228,0.8366421931206514,0.0,0.0,0.0009950248756218905,0.001388888888888889,0.002688172043010753,0,3.6247654444522426,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Gaylord,Office,False,train_missing,15828,720,744,165.88211397523375,80.76845624008027,0.4869027425834411,10.63,456.84,337.7195,2.7540039673488024,446.21,2.6899223147506985,0.8288921438335917,0.9394855146566171,61.20818789045795,0.3689860613881274,48.97583203893678,0.29524480286192206,0.0,0.0,0.015671641791044775,0.0,0.0,0,5.1172876588090555,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Israel,Office,False,test_missing;test_coverage,16077,720,743,121.78582820177894,29.491266655790817,0.2421568017497789,2.33,205.91,176.79199999999997,1.6907550167400531,203.57999999999998,1.671623069826332,0.7093936617211105,0.8156100475905002,26.70316127402853,0.21926328923744573,22.28048880515695,0.18294812404807784,0.0,0.0,0.00018656716417910448,0.0,0.0013440860215053765,0,4.8104416035303394,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Joy,Office,True,,16071,720,744,185.83257046854584,42.08157762922709,0.2264488809637913,15.15,336.59,265.77,1.8112540721540062,321.44,1.729729073808443,0.878519396272204,0.9295164532713641,25.61031537212571,0.1378139220027661,31.866820255333305,0.17148135106233764,0.0,0.0,0.0005597014925373135,0.0,0.0,0,5.230212870705773,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,15213,720,720,False,
Fox_office_Juana,Office,False,validation_missing;test_missing;validation_coverage;test_coverage,15939,719,697,18.935884308927786,9.390949416186062,0.4959340299601677,2.77,75.25,34.170999999999985,3.9739364041488967,72.48,3.8276532966473362,0.6579898776113294,0.8437109298232377,8.747276988791667,0.4619418267499421,5.363842135490664,0.28326335585826057,0.005458309806135893,0.0,0.00876865671641791,0.001388888888888889,0.06317204301075269,0,2.992521339464598,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Karima,Office,True,,16078,720,744,72.40999253638512,40.08940677289148,0.5536446748388636,5.28,137.74,123.5615,1.9022236458702488,132.46,1.8293055331201769,0.7525495971148547,0.9030839822579629,28.551715795158238,0.39430629385593924,23.88453980139725,0.32985143299656555,0.0,0.0,0.0001243781094527363,0.0,0.0,0,4.29606006445241,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,15402,720,720,False,
Fox_office_Margarita,Office,False,train_missing,15907,720,744,19.635078896083485,5.585498049091229,0.28446527149963946,2.3,42.2,29.076999999999988,2.149214689858844,39.900000000000006,2.032077396335732,0.830409805680764,0.8621769583601631,3.734189326979376,0.19017949185445934,4.871780001268829,0.24811614086463282,0.0,0.0,0.010758706467661692,0.0,0.0,0,3.0269924866081146,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Molly,Office,False,validation_missing;test_missing;validation_coverage;test_coverage,16065,719,743,7.525097416744476,5.46310545268997,0.7259846816778394,0.08,36.03,19.57,4.787977883160399,35.95,4.777346791551938,0.7000615799523504,0.8383417014102902,4.482407018624619,0.5956609955175581,4.05019428734934,0.5382248312609279,0.009150326797385621,0.0,0.0009328358208955224,0.001388888888888889,0.0013440860215053765,0,2.1430144502883937,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Fox_office_Rowena,Office,False,causal_feature_protocol_incomplete,16057,720,744,37.290414149592074,13.281047601512999,0.35615178603904785,0.34,85.58,63.10999999999995,2.2949597624926397,85.24,2.2858421378227693,0.7883619348474977,0.8055817961301853,9.90075136736494,0.26550392622746577,9.946880335752159,0.26674094569853335,0.0,0.0,0.0014303482587064676,0.0,0.0,0,3.64519958156004,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,14703,720,720,False,
Fox_office_Sheila,Office,False,causal_feature_protocol_incomplete,16074,720,744,9.48580627099664,4.70838226661143,0.49636078706430686,0.07,27.83,18.89,2.9338570918417037,27.759999999999998,2.926477645329705,0.8860107955992578,0.7896923718108259,1.3268965106098225,0.13988231181432406,4.228407168246878,0.4457614932718433,0.0,0.0,0.00037313432835820896,0.0,0.0,0,2.3500225589650507,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,14879,720,720,False,
Fox_office_Susanne,Office,True,,16077,720,744,18.052145922746778,9.729146448264865,0.5389468094208989,2.02,58.91,38.54,3.2633239423225517,56.88999999999999,3.151425888282634,0.7613781694585194,0.8818152230839775,8.049631067042023,0.4459099268026085,7.784447086541682,0.4312200399805552,6.220065932698886e-05,0.0,0.00018656716417910448,0.0,0.0,0,2.9471797420918766,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,15367,720,720,False,
Fox_office_Thelma,Office,True,,16078,720,744,124.5112905834059,45.67527488813292,0.36683641036984194,9.5,221.92,201.03,1.782328325087461,212.42,1.706030023499813,0.7032963163535687,0.9157149578798617,45.8302282026133,0.36808090244565556,28.341792883175753,0.22762428009844252,0.0,0.0,0.0001243781094527363,0.0,0.0,0,4.832395719333263,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,15402,720,720,False,
Fox_office_Vicki,Office,True,,16069,720,744,148.33578816354472,36.634911002821276,0.24697284085233817,2.57,261.24,217.57,1.761139393495351,258.67,1.743813837526575,0.8344733674961524,0.9156551795789576,28.09421813989013,0.18939608902010485,28.190581462961983,0.1900457186493728,0.0,0.0,0.0006840796019900498,0.0,0.0,0,5.006197382206929,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,15007,720,720,False,
Fox_office_Yong,Office,False,causal_feature_protocol_incomplete,16070,720,744,135.89212570006222,42.75638469641445,0.31463474779094486,4.4,304.15,209.9055,2.2381723623288696,299.75,2.2057937386423765,0.6976300546087503,0.8710017969304679,45.267766714120796,0.3331154508101132,37.440432088675635,0.27551583210430636,0.0,0.0,0.0006218905472636816,0.0,0.0,0,4.919193212013863,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,14875,720,720,False,
Fox_office_Zachary,Office,False,test_missing;test_coverage,16067,720,741,165.52480425717312,59.306861570717366,0.35829591726067406,25.51,450.4,278.89399999999995,2.7210423357469797,424.89,2.5669264610025184,0.8029898950810264,0.7658225951219984,39.261817572242364,0.23719597644859278,55.47427031941985,0.3351417364205452,0.0,0.0,0.000808457711442786,0.0,0.004032258064516129,0,5.115144272842453,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Gator_office_August,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,14112,696,408,59.94614455782313,18.612182671073697,0.310481730032207,3.75,118.75,92.9167,1.9809447442521606,115.0,1.9183885944336714,0.5248804880669545,0.4828364978892268,4.709301016968439,0.07855886398875776,18.612182671073697,0.310481730032207,0.0,0.0,0.12238805970149254,0.03333333333333333,0.45161290322580644,0,4.1099905981074025,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Gator_office_Betty,Office,False,train_missing,14806,720,744,31.082263926786435,9.242511035226016,0.29735642992404093,4.375,68.5833,44.0417,2.2065091578125196,64.2083,2.065753644948167,0.31816525321384753,0.23175952662682037,2.974322962788502,0.09569196664034679,9.242713280267548,0.2973629366907941,0.0,0.0,0.07922885572139303,0.0,0.0,0,3.4683033517921444,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Gator_office_Carrie,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,12550,0,0,953.1903575936255,179.9275157568431,0.18876346610458658,86.3333,1745.375,1150.9584,1.831087553598719,1659.0417,1.7405145643608164,0.3235131206782704,0.03398758408729847,22.075536152964673,0.023159630158969942,177.88552333263124,0.18662119472306846,0.045816733067729085,0.0,0.21952736318407962,1.0,1.0,0,6.860863187805236,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Gator_office_Hunter,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,14470,696,696,39.49801141672425,11.337328430281906,0.2870354233955549,0.1434,56.7687,52.8238,1.4372546354564826,56.6253,1.4336240729330416,0.3476827796363064,0.3625636349592314,1.8020782311234669,0.04562453061524081,11.342246403509927,0.28715993531531037,0.0,0.0,0.10012437810945274,0.03333333333333333,0.06451612903225806,0,3.7012528720853854,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
