building,non_null_count,missing_count,missing_rate,mean,std,min,max,zero_ratio,negative_count,obvious_extreme,train_non_null,validation_non_null,test_non_null,screening_score,selected,selection_score,train_daily_autocorrelation,train_weekly_autocorrelation,train_robust_extreme_rate,train_cv
Bull_education_Patrina,17213,331,0.01886684906520748,18.341892755475513,5.6439222351450535,4.0,71.0,0.0,0,False,15835,650,728,-inf,False,,,,,
Bull_education_Racheal,17218,326,0.018581851345189238,584.6022186084331,106.3035116237073,3.0,4744.0,0.0,0,True,15839,651,728,-inf,False,,,,,
Bull_education_Reina,17215,329,0.018752849977200184,80.18916642462969,20.045911911092148,14.0,404.0,0.0,0,False,15836,651,728,-inf,False,,,,,
Bull_education_Reynaldo,17243,301,0.01715686274509804,32.43165342457809,9.391099865692075,2.0,137.0,0.0,0,False,15865,650,728,-inf,False,,,,,
Bull_education_Roland,17200,344,0.0196078431372549,233.75563953488373,60.16886771923044,2.0,1508.0,0.0,0,False,15823,649,728,-inf,False,,,,,
Bull_education_Roseann,17123,421,0.023996808025535797,251.36608655025404,27.47585247061014,4.0,1257.0,0.0,0,True,15744,651,728,-inf,False,,,,,
Bull_education_Sebastian,17216,328,0.018695850433196534,38.484375,11.827990489479868,3.0,150.0,0.0,0,False,15837,651,728,-inf,False,,,,,
Bull_education_Shona,17127,417,0.023768809849521205,190.52528171892334,27.303340196445898,20.0,2152.0,0.0,0,True,15774,625,728,-inf,False,,,,,
Bull_education_Stewart,17245,299,0.017042863657090745,125.83502464482459,19.46444095985415,18.0,697.0,0.0,0,False,15866,651,728,-inf,False,,,,,
Bull_education_Summer,17088,456,0.025991792065663474,31.309105805243444,7.520031392254344,8.0,125.0,0.0,0,False,15789,571,728,-inf,False,,,,,
Bull_education_Tracey,17241,303,0.017270861833105337,189.26274578040716,54.164277056835715,3.0,1247.0,0.0,0,False,15862,651,728,-inf,False,,,,,
Bull_education_Venita,17216,328,0.018695850433196534,38.20324117100372,8.20725046649105,3.0,141.0,0.0,0,False,15838,650,728,-inf,False,,,,,
Bull_education_Violeta,17164,380,0.02165982672138623,137.0228676299231,101.69608927765199,4.0,963.0,0.0,0,False,15785,651,728,-inf,False,,,,,
Bull_lodging_Abby,17213,331,0.01886684906520748,13.332786266194155,2.084369429823649,0.5,33.5,0.0,0,False,15835,650,728,-inf,False,,,,,
Bull_lodging_Allen,17244,300,0.01709986320109439,9.364439799350498,6.021148268437393,0.24,58.32,0.0,0,False,15865,651,728,-inf,False,,,,,
Bull_lodging_Anibal,15631,1913,0.10904012767897857,24.109238052587806,7.181430669036277,3.0,147.0,0.0,0,False,14252,651,728,-inf,False,,,,,
Bull_lodging_Caren,17236,308,0.017555859553123575,142.11383151543282,32.05059363695534,17.0,748.0,0.0,0,False,15857,651,728,-inf,False,,,,,
Bull_lodging_Carie,17215,329,0.018752849977200184,55.21190821957595,7.799470698600777,7.0,190.0,0.0,0,False,15837,650,728,-inf,False,,,,,
Bull_lodging_Charlotte,17242,302,0.017213862289101687,10.624008809882843,6.091881408059923,0.24,62.64,0.0,0,False,15863,651,728,-inf,False,,,,,
Bull_lodging_Danielle,15931,1613,0.09194026447788417,28.546826941183856,18.0976722314908,3.0,785.0,0.0,0,True,14548,654,729,-inf,False,,,,,
Bull_lodging_Dave,17218,326,0.018581851345189238,327.8022128005576,66.0353471583433,4.0,2110.0,0.0,0,False,15839,651,728,-inf,False,,,,,
Bull_lodging_Elena,17211,333,0.018980848153214776,6.444120039509616,1.7629855532611158,1.5,16.5,0.0,0,False,15834,649,728,-inf,False,,,,,
Bull_lodging_Graciela,17079,465,0.026504787961696308,12.125402541132384,2.47361190894563,1.5,34.5,0.0,0,False,15701,650,728,-inf,False,,,,,
Bull_lodging_Hugo,17229,315,0.017954856361149112,72.28768355679378,25.64671709081249,13.0,1140.0,0.0,0,True,15847,654,728,-inf,False,,,,,
Bull_lodging_Jeremiah,17213,331,0.01886684906520748,59.17417068494743,18.581485855160174,6.0,245.0,0.0,0,False,15834,651,728,-inf,False,,,,,
Bull_lodging_Leonard,17215,329,0.018752849977200184,34.36282311937264,6.658622439436043,4.0,114.0,0.0,0,False,15837,650,728,-inf,False,,,,,
Bull_lodging_Lettie,17213,331,0.01886684906520748,34.409341776564226,6.840234608204905,5.0,109.0,0.0,0,False,15836,649,728,-inf,False,,,,,
Bull_lodging_Melissa,17218,326,0.018581851345189238,252.04016145893831,43.88828524754093,2.0,1344.0,0.0,0,False,15839,651,728,-inf,False,,,,,
Bull_lodging_Perry,17244,300,0.01709986320109439,52.94406750173974,10.37098977200003,7.0,205.0,0.0,0,False,15866,650,728,-inf,False,,,,,
Bull_lodging_Terence,16050,1494,0.08515731874145006,25.99816199376947,13.284531082885012,2.0,575.0,0.0,0,True,14667,654,729,-inf,False,,,,,
Bull_lodging_Travis,17038,506,0.028841769265845873,847.7614450052823,304.64944125079387,6.0,12576.0,0.0,0,True,15659,651,728,-inf,False,,,,,
Bull_lodging_Xavier,17244,300,0.01709986320109439,9.338858733472511,5.782768931264925,0.48,62.4,0.0,0,False,15865,651,728,-inf,False,,,,,
Bull_office_Anne,17204,340,0.01937984496124031,20.747791211346197,2.555250509329472,4.0,59.0,0.0,0,False,15836,640,728,-inf,False,,,,,
Bull_office_Chantel,17086,458,0.02610579115367077,146.35675406765773,36.546695203913956,2.0,1035.0,0.0,0,False,15707,651,728,-inf,False,,,,,
Bull_office_Claudia,17242,302,0.017213862289101687,33.37968333140007,2.6901058265467297,3.0,104.0,0.0,0,False,15864,650,728,-inf,False,,,,,
Bull_office_Debbie,17191,353,0.020120839033287735,29.545488918620208,11.504503946546896,3.0,126.0,0.0,0,False,15812,651,728,-inf,False,,,,,
Bull_office_Efren,17263,281,0.01601687186502508,51.27275097028326,40.23668822487535,3.0,2081.0,0.0,0,True,15879,655,729,-inf,False,,,,,
Bull_office_Ella,17238,306,0.01744186046511628,73.1405325443787,40.797780784284924,7.0,1842.0,0.0,0,True,15878,654,706,-inf,False,,,,,
Bull_office_Hilton,17068,476,0.027131782945736434,6.543063041949847,1.126760494352669,2.0,16.0,0.0,0,False,15701,639,728,-inf,False,,,,,
Bull_office_Ivette,17106,438,0.02496580027359781,23.866947269963756,5.511070414296262,2.0,87.0,0.0,0,False,15737,641,728,-inf,False,,,,,
Bull_office_Lilla,17248,296,0.0168718650250798,466.95269016697586,81.32840012807318,2.0,2677.0,0.0,0,False,15868,652,728,-inf,False,,,,,
Bull_office_Mai,9066,8478,0.4832421340629275,6.200033090668431,2.9121539888629346,2.0,21.0,0.0,0,False,9066,0,0,-inf,False,,,,,
Bull_office_Marco,16117,1427,0.08133834929320566,54.57485884469814,25.44604560155587,3.0,794.0,0.0,0,False,14734,654,729,-inf,False,,,,,
Bull_office_Myron,17134,410,0.023369813041495668,63.771769580950156,16.903627497084493,2.0,284.0,0.0,0,False,15755,651,728,-inf,False,,,,,
Bull_office_Nicolas,17092,452,0.025763793889648882,20.343201497776736,4.893765406690897,3.0,61.0,0.0,0,False,15715,649,728,-inf,False,,,,,
Bull_office_Rob,17152,392,0.022343821249430004,275.61412663246267,88.57929450400502,5.0,3170.0,0.0,0,True,15773,651,728,-inf,False,,,,,
Bull_office_Sally,17131,413,0.023540811673506613,91.22284163212889,78.97351331175767,2.0,4336.0,0.0,0,True,15747,655,729,-inf,False,,,,,
Bull_office_Trevor,13056,4488,0.2558139534883721,52.17945772058823,33.35316413466897,13.0,2249.0,0.0,0,True,11755,572,729,-inf,False,,,,,
Bull_office_Yvonne,17213,331,0.01886684906520748,165.63539185499332,45.41701418455886,3.0,699.0,0.0,0,False,15835,650,728,-inf,False,,,,,
Bull_public_Hyun,17216,328,0.018695850433196534,446.0458875464684,74.25814081329285,6.0,3895.0,0.0,0,True,15837,651,728,-inf,False,,,,,
Bull_public_Jefferson,17241,303,0.017270861833105337,38.595528101618235,12.588301109351919,3.0,150.0,0.0,0,False,15863,650,728,-inf,False,,,,,
Bull_services_Jeanmarie,17084,460,0.026219790241678066,45.13606298290799,12.184782173823235,11.0,192.0,0.0,0,False,15705,651,728,-inf,False,,,,,
Bull_services_Juanita,17085,459,0.02616279069767442,127.17011998829382,20.84729769686177,2.0,625.0,0.0,0,False,15706,651,728,-inf,False,,,,,
Bull_services_Nadine,17237,307,0.01749886000911993,119.79555607124209,17.782408376387654,8.0,577.0,0.0,0,False,15859,650,728,-inf,False,,,,,
Bull_services_Rachelle,17219,325,0.018524851801185592,105.10195133283001,22.719527141889007,10.0,427.0,0.0,0,False,15840,651,728,-inf,False,,,,,
Bull_services_Winford,17220,324,0.018467852257181942,47.477816492450636,12.541966777831169,4.0,204.0,0.0,0,False,15841,651,728,-inf,False,,,,,
Cockatoo_assembly_Britt,612,16932,0.9651162790697675,47.682965686274514,21.49145380541742,6.075,93.125,0.0,0,False,588,22,2,-inf,False,,,,,
Cockatoo_assembly_Doyle,16115,1429,0.08145234838121294,254.29440842693143,88.87361305117929,122.7,481.75,0.0,0,False,14651,720,744,-inf,False,,,,,
Cockatoo_assembly_Ed,16086,1458,0.08310533515731874,159.87180882755192,65.93011413933658,43.55,417.45,0.0,0,False,14622,720,744,-inf,False,,,,,
Cockatoo_assembly_Emilio,16117,1427,0.08133834929320566,263.29458594031144,69.44042812337062,99.775,439.05,0.0,0,False,14653,720,744,-inf,False,,,,,
Cockatoo_assembly_Evelyn,16061,1483,0.08453032375740994,7.156228858726108,4.326384223685132,1.025,36.475,0.0,0,False,14600,717,744,-inf,False,,,,,
Cockatoo_assembly_Fernanda,15511,2033,0.11588007295941632,84.81707874411708,19.571818844160788,32.325,149.275,0.0,0,False,14047,720,744,-inf,False,,,,,
Cockatoo_assembly_Genoveva,16108,1436,0.08185134518923849,14.726341463868886,6.4432198665821945,3.275,41.65,0.0,0,False,14644,720,744,-inf,False,,,,,
Cockatoo_assembly_Griselda,16119,1425,0.08122435020519836,38.29072834543086,13.123974472031096,15.575,74.425,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_assembly_Heath,16118,1426,0.08128134974920201,129.92628116391612,55.857746168197586,30.875,327.325,0.0,0,False,14654,720,744,-inf,False,,,,,
Cockatoo_assembly_Meredith,16104,1440,0.08207934336525308,67.01602552781918,21.556200436301662,23.0,153.325,0.0,0,False,14640,720,744,-inf,False,,,,,
Cockatoo_assembly_Mimi,8029,9515,0.5423506611947104,7.491378104371653,3.8893544470259975,0.325,18.275,0.0,0,False,7384,379,266,-inf,False,,,,,
Cockatoo_assembly_Pierre,16115,1429,0.08145234838121294,15.269466341917468,3.687692993087013,6.65,30.525,0.0,0,False,14651,720,744,-inf,False,,,,,
Cockatoo_assembly_Ralph,10743,6801,0.38765389876880985,19.067970604114308,2.942185380458065,4.975,35.35,0.0,0,False,9279,720,744,-inf,False,,,,,
Cockatoo_assembly_Rodger,16104,1440,0.08207934336525308,85.5964077123696,24.34801883542302,43.475,172.65,0.0,0,False,14640,720,744,-inf,False,,,,,
Cockatoo_assembly_Tabitha,16113,1431,0.08156634746922024,12.114766021225098,3.7568204822748257,3.55,28.5,0.0,0,False,14649,720,744,-inf,False,,,,,
Cockatoo_assembly_Valencia,16117,1427,0.08133834929320566,109.59120546007321,62.103517999262124,7.1,256.125,0.0,0,False,14653,720,744,-inf,False,,,,,
Cockatoo_education_Amira,15911,1633,0.09308025535795714,47.36370384011062,14.64859174457635,2.875,108.075,0.0,0,False,14450,718,743,-inf,False,,,,,
Cockatoo_education_Arlen,16101,1443,0.08225034199726403,84.00337349854045,21.801308138043517,24.15,151.75,0.0,0,False,14637,720,744,-inf,False,,,,,
Cockatoo_education_Brendan,16114,1430,0.0815093479252166,69.70507841628398,12.23817314907682,48.325,110.925,0.0,0,False,14650,720,744,-inf,False,,,,,
Cockatoo_education_Brigitte,16118,1426,0.08128134974920201,713.2991257227944,113.80071379503954,165.025,991.575,0.0,0,False,14654,720,744,-inf,False,,,,,
Cockatoo_education_Charity,16102,1442,0.08219334245326038,267.5914306856291,27.23776285217792,180.225,369.525,0.0,0,False,14638,720,744,-inf,False,,,,,
Cockatoo_education_Christi,12775,4769,0.2718308253533972,4.319197643835616,2.142961756653939,0.2667,14.875,0.0,0,False,12264,511,0,-inf,False,,,,,
Cockatoo_education_Claudine,16115,1429,0.08145234838121294,38.73957803288861,5.86073035838396,24.225,63.625,0.0,0,False,14652,719,744,-inf,False,,,,,
Cockatoo_education_Clifton,16026,1518,0.08652530779753762,1.3334212092849125,0.13681778587119672,0.9,1.8,0.0,0,False,14563,719,744,-inf,False,,,,,
Cockatoo_education_Collin,16114,1430,0.0815093479252166,206.24204986967857,42.18678045176367,102.85,346.075,0.0,0,False,14650,720,744,-inf,False,,,,,
Cockatoo_education_Deloris,16051,1493,0.08510031919744641,75.7941047224472,8.489746852258559,34.6,105.7,0.0,0,False,14587,720,744,-inf,False,,,,,
Cockatoo_education_Doreen,16119,1425,0.08122435020519836,89.3928950307091,16.926233592124582,59.025,150.725,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_education_Erik,16090,1454,0.08287733698130414,166.53524083281545,28.018780252103166,115.575,271.975,0.0,0,False,14626,720,744,-inf,False,,,,,
Cockatoo_education_Eunice,16111,1433,0.08168034655722754,390.8318850474831,96.77202563919863,86.0,728.2,0.0,0,False,14647,720,744,-inf,False,,,,,
Cockatoo_education_Evangeline,13954,3590,0.20462836297309622,211.01425637809945,24.375546101605796,156.425,283.325,0.0,0,False,13954,0,0,-inf,False,,,,,
Cockatoo_education_Flora,16113,1431,0.08156634746922024,870.1564952708993,46.26198972003083,564.05,1006.1,0.0,0,False,14649,720,744,-inf,False,,,,,
Cockatoo_education_Gussie,16112,1432,0.0816233470132239,301.2929048845581,34.67759947667406,195.95,435.825,0.0,0,False,14648,720,744,-inf,False,,,,,
Cockatoo_education_Helene,16101,1443,0.08225034199726403,116.17651129122417,18.758177731925453,80.825,181.725,0.0,0,False,14637,720,744,-inf,False,,,,,
Cockatoo_education_Jack,16114,1430,0.0815093479252166,7.467219002109967,2.8309825779256634,2.8,20.625,0.0,0,False,14650,720,744,-inf,False,,,,,
Cockatoo_education_Janet,16117,1427,0.08133834929320566,999.749694453062,115.96301276514833,479.15,1374.175,0.0,0,False,14653,720,744,-inf,False,,,,,
Cockatoo_education_Joeann,16043,1501,0.0855563155494756,393.66417492987597,178.39376269118097,167.925,811.6,0.0,0,False,14579,720,744,-inf,False,,,,,
Cockatoo_education_Joel,16119,1425,0.08122435020519836,6.075021198585521,1.3697975364599968,3.4,11.225,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_education_Jon,16116,1428,0.08139534883720931,112.32658227848101,40.74930036564574,47.675,253.025,0.0,0,False,14652,720,744,-inf,False,,,,,
Cockatoo_education_Julia,16088,1456,0.08299133606931144,32.887858453505714,7.710973897470396,18.575,62.625,0.0,0,False,14626,718,744,-inf,False,,,,,
Cockatoo_education_Julio,16119,1425,0.08122435020519836,173.8777296978721,21.531415289174394,89.05,241.525,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_education_June,16103,1441,0.08213634290925673,104.21731976029311,16.423390927857383,16.1,159.95,0.0,0,False,14639,720,744,-inf,False,,,,,
Cockatoo_education_Latrice,1568,15976,0.9106247150022799,2.085172193877551,4.307078259929867,0.025,17.9,0.0,0,False,1539,22,7,-inf,False,,,,,
Cockatoo_education_Laurence,16118,1426,0.08128134974920201,71.64535145799726,35.852077980405596,27.075,233.7,0.0,0,False,14654,720,744,-inf,False,,,,,
Cockatoo_education_Lionel,15990,1554,0.08857729138166895,330.90308943089434,39.27516477348157,246.7,481.15,0.0,0,False,14526,720,744,-inf,False,,,,,
Cockatoo_education_Magdalena,16117,1427,0.08133834929320566,10.95394873115344,4.8288666514198395,0.925,28.8,0.0,0,False,14654,719,744,-inf,False,,,,,
Cockatoo_education_Marva,16119,1425,0.08122435020519836,157.9962425212482,62.865356868934256,72.4,348.95,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_education_Maynard,16114,1430,0.0815093479252166,20.915696487526372,8.688603290608922,6.025,64.1,0.0,0,False,14650,720,744,-inf,False,,,,,
Cockatoo_education_Mayra,14022,3522,0.20075239398084815,69.20700743831124,24.038369647009127,12.775,162.25,0.0,0,False,12558,720,744,-inf,False,,,,,
Cockatoo_education_Melanie,16114,1430,0.0815093479252166,16.820524599726944,12.04553385410106,2.7,100.05,0.0,0,False,14650,720,744,-inf,False,,,,,
Cockatoo_education_Minh,16075,1469,0.08373233014135886,44.89643805287713,8.606045734968454,24.05,77.025,0.0,0,False,14611,720,744,-inf,False,,,,,
Cockatoo_education_Nelda,16108,1436,0.08185134518923849,122.37900058356095,18.861349877589916,33.275,180.125,0.0,0,False,14644,720,744,-inf,False,,,,,
Cockatoo_education_Oliver,16119,1425,0.08122435020519836,168.27760923754576,28.89354748376548,21.7333,285.425,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_education_Orlando,16119,1425,0.08122435020519836,235.36142233389168,46.01780058210904,162.3,382.75,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_education_Rita,16118,1426,0.08128134974920201,12.670707178309964,5.6229258392651005,5.525,35.075,0.0,0,False,14654,720,744,-inf,False,,,,,
Cockatoo_education_Shawn,16119,1425,0.08122435020519836,121.02422348160556,28.75773265328437,61.65,213.525,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_education_Sheryl,16119,1425,0.08122435020519836,471.4092639307649,50.97869167330601,296.85,623.55,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_education_Terrence,16097,1447,0.08247834017327861,434.6338655153134,47.66421810097609,142.2,624.6,0.0,0,False,14634,720,743,-inf,False,,,,,
Cockatoo_education_Tyler,16116,1428,0.08139534883720931,770.3488065959294,47.80637101691846,548.8,925.55,0.0,0,False,14652,720,744,-inf,False,,,,,
Cockatoo_education_Victoria,16076,1468,0.08367533059735523,4.757714394127893,1.2460954151751,2.4,10.85,0.0,0,False,14612,720,744,-inf,False,,,,,
Cockatoo_industrial_Nathaniel,16043,1501,0.0855563155494756,82.85391813251886,68.2328247600245,4.65,235.45,0.0,0,False,14579,720,744,-inf,False,,,,,
Cockatoo_industrial_Sarita,16119,1425,0.08122435020519836,15.000469421179975,3.7831224696956025,7.45,26.95,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Aimee,16114,1430,0.0815093479252166,33.696541820776964,7.666710443259683,16.5,65.275,0.0,0,False,14652,718,744,-inf,False,,,,,
Cockatoo_lodging_Albert,16118,1426,0.08128134974920201,70.86044483806923,16.28441812787877,31.5,123.6,0.0,0,False,14654,720,744,-inf,False,,,,,
Cockatoo_lodging_Alicia,16061,1483,0.08453032375740994,24.15613598779653,5.67905046715907,11.875,45.875,0.0,0,False,14597,720,744,-inf,False,,,,,
Cockatoo_lodging_Ana,16118,1426,0.08128134974920201,13.026547431443108,4.521693032699128,4.45,30.35,0.0,0,False,14655,719,744,-inf,False,,,,,
Cockatoo_lodging_Carmen,16119,1425,0.08122435020519836,17.627545133072772,6.432254820582177,5.925,39.575,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Cletus,16108,1436,0.08185134518923849,83.69257408740998,19.44174643366984,15.225,142.15,0.0,0,False,14645,719,744,-inf,False,,,,,
Cockatoo_lodging_Elvia,16115,1429,0.08145234838121294,257.33890214706804,59.931119730009264,147.2,421.85,0.0,0,False,14651,720,744,-inf,False,,,,,
Cockatoo_lodging_Emory,16109,1435,0.08179434564523484,80.41367455459682,19.829542156890366,29.55,137.1,0.0,0,False,14645,720,744,-inf,False,,,,,
Cockatoo_lodging_Eric,16119,1425,0.08122435020519836,19.214975091506915,7.207991419336786,5.025,41.575,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Homer,16119,1425,0.08122435020519836,265.49154723618085,34.87168164059766,151.5,373.6,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Jarrod,15470,2074,0.1182170542635659,61.589271170006455,29.937885842579394,0.6,119.125,0.0,0,False,14036,713,721,-inf,False,,,,,
Cockatoo_lodging_Javier,16119,1425,0.08122435020519836,93.564749165581,22.434654184855912,44.15,175.825,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Jim,16119,1425,0.08122435020519836,50.95152201749488,8.16693491255261,21.2,78.9,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Jimmie,15217,2327,0.13263793889648884,183.58276982322403,23.03799080503486,117.35,259.025,0.0,0,False,13753,720,744,-inf,False,,,,,
Cockatoo_lodging_Johnathan,16119,1425,0.08122435020519836,8.986448191575159,2.14307335680588,4.625,16.3,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Josephine,16111,1433,0.08168034655722754,81.12447914468376,29.677104512754212,28.275,205.8,0.0,0,False,14647,720,744,-inf,False,,,,,
Cockatoo_lodging_Judi,16119,1425,0.08122435020519836,15.089651442397171,5.681413431714079,4.775,36.625,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Katharine,16113,1431,0.08156634746922024,26.194784236330914,6.149748812928746,11.75,54.75,0.0,0,False,14649,720,744,-inf,False,,,,,
Cockatoo_lodging_Kerri,14326,3218,0.18342453260373917,18.36015694541393,4.592736233969096,8.8,33.425,0.0,0,False,12863,719,744,-inf,False,,,,,
Cockatoo_lodging_Kyle,16119,1425,0.08122435020519836,232.1631501147714,61.78950578759071,113.125,402.15,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Lana,16103,1441,0.08213634290925673,33.676104868658015,9.007424939071917,13.7333,72.575,0.0,0,False,14646,719,738,-inf,False,,,,,
Cockatoo_lodging_Linwood,16119,1425,0.08122435020519836,17.986606904894845,5.9468919092419465,5.1,42.775,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Lynne,16119,1425,0.08122435020519836,127.35484986041318,34.559385194353204,58.625,241.15,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Mandy,16102,1442,0.08219334245326038,12.26865862625761,2.256068724489227,6.85,21.575,0.0,0,False,14639,719,744,-inf,False,,,,,
Cockatoo_lodging_Olga,16119,1425,0.08122435020519836,68.96781954835907,33.355678775194654,20.125,168.575,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Raphael,16119,1425,0.08122435020519836,95.73441849990695,30.213302072506966,37.75,202.525,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_lodging_Tesha,16088,1456,0.08299133606931144,21.340473731974143,5.700577392356021,11.525,44.475,0.0,0,False,14624,720,744,-inf,False,,,,,
Cockatoo_lodging_Tessie,16115,1429,0.08145234838121294,228.54340985417318,68.38057340802867,94.25,430.875,0.0,0,False,14651,720,744,-inf,False,,,,,
Cockatoo_office_Ada,13749,3795,0.21631326949384405,432.774246607026,42.118874491302535,211.825,605.15,0.0,0,False,12285,720,744,-inf,False,,,,,
Cockatoo_office_Alton,16119,1425,0.08122435020519836,97.78880875364477,25.27116433612976,42.3,195.375,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_office_Christy,16112,1432,0.0816233470132239,191.84691739697118,36.15408214361624,100.525,347.975,0.0,0,False,14649,719,744,-inf,False,,,,,
Cockatoo_office_Delores,16119,1425,0.08122435020519836,72.64216298157456,15.795418101852011,46.175,125.95,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_office_Elbert,16085,1459,0.0831623347013224,29.796941249611443,6.905317739789752,12.775,58.175,0.0,0,False,14621,720,744,-inf,False,,,,,
Cockatoo_office_Gail,16112,1432,0.0816233470132239,21.465838610973183,8.611534620991833,4.8,57.05,0.0,0,False,14648,720,744,-inf,False,,,,,
Cockatoo_office_Georgia,16118,1426,0.08128134974920201,244.44475068246678,41.29736955488134,148.05,392.85,0.0,0,False,14654,720,744,-inf,False,,,,,
Cockatoo_office_Giovanni,16087,1457,0.0830483356133151,131.34804604338908,26.009752786842213,82.125,226.425,0.0,0,False,14623,720,744,-inf,False,,,,,
Cockatoo_office_Jimmy,16104,1440,0.08207934336525308,13.712207116244409,6.205329217100285,3.375,48.7,0.0,0,False,14640,720,744,-inf,False,,,,,
Cockatoo_office_Jodie,16113,1431,0.08156634746922024,52.719716980078196,11.836413983795742,27.45,100.425,0.0,0,False,14649,720,744,-inf,False,,,,,
Cockatoo_office_Kristin,16112,1432,0.0816233470132239,110.50728907646474,13.220378156558452,47.025,158.875,0.0,0,False,14648,720,744,-inf,False,,,,,
Cockatoo_office_Laila,16111,1433,0.08168034655722754,222.50213102848986,27.00272558185073,165.4,309.875,0.0,0,False,14647,720,744,-inf,False,,,,,
Cockatoo_office_Lorraine,16072,1472,0.08390332877336981,6.75955181060229,2.285494741694844,2.15,16.6,0.0,0,False,14608,720,744,-inf,False,,,,,
Cockatoo_office_Margaret,16100,1444,0.08230734154126768,3.2416149068322975,0.8237008413653533,1.25,6.65,0.0,0,False,14636,720,744,-inf,False,,,,,
Cockatoo_office_Paige,16119,1425,0.08122435020519836,109.06809356659844,23.9588712151982,61.175,178.6,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_office_Pansy,16114,1430,0.0815093479252166,54.539642534442095,20.146855488750163,24.225,122.525,0.0,0,False,14650,720,744,-inf,False,,,,,
Cockatoo_office_Rodney,16119,1425,0.08122435020519836,131.3717171226503,38.567561547409774,67.05,247.75,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_office_Roxanna,16095,1449,0.08259233926128591,7.743552873563218,1.7800489552148422,4.2,14.8,0.0,0,False,14633,720,742,-inf,False,,,,,
Cockatoo_public_Caleb,16110,1434,0.08173734610123119,181.7870277094972,54.14918369990437,83.35,316.35,0.0,0,False,14652,714,744,-inf,False,,,,,
Cockatoo_public_Chiquita,16114,1430,0.0815093479252166,88.26020954449548,23.267182559131548,41.225,158.575,0.0,0,False,14655,720,739,-inf,False,,,,,
Cockatoo_public_Harland,16107,1437,0.08190834473324213,50.67414994101944,11.618339099706661,20.175,85.15,0.0,0,False,14649,720,738,-inf,False,,,,,
Cockatoo_public_Leah,16118,1426,0.08128134974920201,167.61529294577494,40.432437734064656,66.6667,263.825,0.0,0,False,14654,720,744,-inf,False,,,,,
Cockatoo_public_Shad,16113,1431,0.08156634746922024,129.7741606094458,37.26290838750296,60.05,278.575,0.0,0,False,14649,720,744,-inf,False,,,,,
Cockatoo_public_Valerie,16119,1425,0.08122435020519836,441.57271904584655,50.380247901758416,353.65,619.125,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_religion_Diedre,16119,1425,0.08122435020519836,5.863609212730317,3.27391703056619,0.675,16.25,0.0,0,False,14655,720,744,-inf,False,,,,,
Cockatoo_science_Rex,16117,1427,0.08133834929320566,185.18961706893344,33.25335993939339,60.9,287.15,0.0,0,False,14653,720,744,-inf,False,,,,,
Cockatoo_utility_Kimiko,14518,3026,0.17248062015503876,78.69808915139828,60.18502128697684,7.3,242.6,0.0,0,False,13054,720,744,-inf,False,,,,,
Cockatoo_utility_Sherri,16115,1429,0.08145234838121294,56.46498501396214,25.337188856274814,27.775,127.5,0.0,0,False,14651,720,744,-inf,False,,,,,
Crow_education_Kate,15437,2107,0.12009803921568628,74.3636998769191,19.599302912779116,35.844,135.562,0.0,0,False,14886,551,0,-inf,False,,,,,
Crow_education_Keisha,16272,1272,0.07250341997264022,295.7845151179941,51.61291292266626,10.25,462.375,0.0,0,False,16056,216,0,-inf,False,,,,,
Crow_education_Marlin,16308,1236,0.0704514363885089,220.8186877606083,133.9784371458634,64.188,711.0,0.0,0,False,15756,552,0,-inf,False,,,,,
